State,Year,HLp,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,Pop_with_insur,Pop_without_insur,Total_population,Population_under_5yr,White_alone_male_under_5yr,White_alone_female_under_5yr,Black_male_under_5yr,Black_female_under_5yr,Median_household_income,White_under_5yr,Black_under_5yr,Percent_insured,Percent_uninsured,percent_White_under_5yr,percent_Black_under_5yr,Health_Spending_per_Capita
Nebraska,2019,2.037554934079105,7.351178585697164,0.9188973232121455,1.7578905313623652,4.714342788653616,1.1186576108669595,0.998801438274071,99.38455429819338,0.6154457018066309,4.250898921294446,111.09022556390977,0.18796992481203006,88.59797297297297,4.671115347950429,64.13043478260869,43.22033898305085,52.94117647058824,12.5,54.90196078431373,49.01960784313725,1064,1182,1049,1000,49,44,28,25,25185,25030,155,103,1,16,0,23846,133,881,48,2,117,24846,184,51,66,27,23,28,0,25,0,1731013,153837,1914571,131473,54828,51676,3491,3927,61439,106504,7418,90.41257806579124,8.035063729681479,81.00826785727868,5.642223118054657,9917
Nevada,2019,1.599052413384661,15.694403316553155,7.758365413088541,0.8587503701510216,7.106899615042938,1.0660349422564406,0.9475866153390583,97.22182236936807,2.7781776306319275,4.770506366597572,106.89013035381751,6.021104903786468,82.13304013194063,13.721552878179386,45.28301886792453,22.5,74.07407407407408,49.43396226415094,66.66666666666666,59.25925925925925,1611,1722,1494,1289,205,29,36,32,34735,33770,965,1,0,204,3,31951,228,1084,202,97,239,33240,530,54,185,40,262,36,0,32,0,2609462,327013,2972382,183534,54619,51686,9913,9608,60365,106305,19521,87.79026383553662,11.001715122753401,57.92114812514303,10.636176403282226,8114
New Hampshire,2019,1.829108962633917,32.227157913073775,11.061754202595592,2.6130128037627385,18.639491333507536,1.219405975089278,0.7839038411288215,98.3636052090473,1.6363947909527072,NA,NA,NA,NA,NA,57.83783783783784,9.813084112149532,42.857142857142854,34.32432432432432,66.66666666666666,42.857142857142854,NA,NA,NA,NA,NA,30,14,9,11672,11481,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,11111,370,21,192,9,127,14,0,9,NA,1252217,79069,1348124,63843,29102,28002,600,666,76768,57104,1266,92.88589180223778,5.865113298183253,89.44441833873722,1.982989521169118,11310
New Jersey,2019,0.9426057813154587,8.452031839128612,4.105571847507331,0.5027230833682447,3.854210305823209,0.53414327607876,0.35609551738583994,98.91635414292523,1.0836458570747778,NA,NA,NA,NA,NA,45.60099132589839,24.456521739130434,72.22222222222221,48.57496902106567,56.666666666666664,37.77777777777778,NA,NA,NA,NA,NA,48,51,34,96526,95480,1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,94673,807,90,277,65,392,51,0,34,NA,8090314,683679,8878503,519524,162400,155017,36599,35853,82545,317417,72452,91.12250116939758,7.700385977230622,61.097658625973004,13.945842732963252,11264
New Mexico,2019,1.4939759036144578,25.686746987951807,5.63855421686747,4.72289156626506,15.373493975903616,0.9156626506024097,0.5783132530120482,96.23411557369447,3.7658844263055373,NA,NA,NA,NA,NA,59.849906191369605,9.717868338557993,35.483870967741936,21.951219512195124,61.29032258064516,38.70967741935484,NA,NA,NA,NA,NA,98,19,12,21562,20750,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,20217,533,31,287,11,117,19,0,12,0,1859479,197607,2092454,126150,45537,44349,1342,1257,49754,89886,2599,88.86594400641543,9.443791834850373,71.25326991676576,2.060245739199366,8459
New York,2019,1.3270019465777685,11.82742501514262,7.689213369891389,0.38839081363251754,3.754444531781003,0.8785030308354563,0.5918336207733601,97.23504790335706,2.7649520966429435,2.65770285328537,256.1586638830898,1.2178148921363952,88.13708260105449,6.1584477337219115,31.743549648162627,35.3448275862069,56.44599303135889,65.01172791243158,66.2020905923345,44.599303135888505,5748,14724,13039,12236,803,84,190,128,222427,216277,6150,8722,281,NA,43,201483,1685,3514,479,70,811,213719,2558,287,524,162,1663,189,1,128,0,18216740,1117159,19572319,1154201,333722,317916,96322,94050,68486,651638,190372,93.07399904937171,5.707851992398039,56.45793063773121,16.49383426283637,12932
North Carolina,2019,1.9547402450943536,9.314253731966687,2.4058341478084357,1.9881546082583597,4.928618566690893,1.3783424805152493,0.8520662606821542,99.22992755184934,0.7700724481506657,3.877736845182902,96.23007324429126,3.769926755708746,86.92373976734167,12.589838909541513,52.91479820627802,39.66101694915255,59.401709401709404,25.829596412556054,70.51282051282051,43.58974358974359,4642,4467,4035,3527,508,238,165,102,120638,119709,929,0,0,0,0,115067,432,3527,508,175,589,118594,1115,234,355,139,288,165,0,102,0,8983255,1076994,10264876,605125,189991,180226,67267,63610,54602,370217,130877,87.51450090580734,10.492031272467393,61.18025201404669,21.628093369138607,8619
North Dakota,2019,1.3489587724475172,26.136076216170643,13.320967877919232,4.468425933732401,8.430992327796982,1.0117190793356379,0.5901694629457886,99.31340534204136,0.6865946579586368,10.429137509484866,99.59579628132579,5.335489086499596,82.35747303543913,7.5771749298409725,32.25806451612903,16,56.25,50.967741935483865,75,43.75,1237,1232,1069,988,81,53,12,7,11943,11861,82,58,3,0,0,10563,163,930,78,66,99,11551,310,16,83,9,158,12,0,7,0,685779,54427,756717,53215,21414,20558,1186,1326,64894,41972,2512,90.6255575069676,7.19251714974026,78.87249835572678,4.720473550690595,10653
Ohio,2019,1.9445831630877257,37.060577170442336,7.634569694768541,2.6331320651927177,26.800441881932777,0.8625777454941663,0.5069535872641152,97.80214900985703,2.197850990142971,3.7809657844160953,101.4208525115069,0,3.571428571428571,6.077348066298343,72.31523070641079,7.255787690570299,64.98054474708171,20.60024499795835,44.3579766536965,26.07003891050584,4997,5068,181,170,11,348,114,67,135132,132162,2970,58,0,13,0,127094,4887,99,11,0,3541,127264,4898,257,3284,167,1009,103,11,60,7,10780020,702499,11655397,694711,263171,249982,52765,49463,56602,513153,102228,92.48951365620579,6.0272421437039,73.86567939762003,14.715183723879427,10173
Oklahoma,2019,1.6564729867482162,14.632178049609243,7.475365273530412,5.5003397893306145,1.6777098199116547,0.891946992864424,0.5946313285762826,99.31453398856853,0.6854660114314639,4.691216445803602,147.8497057492078,NA,89.28352725045929,11.625514403292181,11.46589259796807,98.73417721518987,73.07692307692307,51.088534107402026,53.84615384615385,35.8974358974359,2209,3266,2916,2577,339,259,42,28,47413,47088,325,237,14,661,145,43822,350,1679,180,NA,78,46399,689,78,0,57,352,16,26,13,15,3309818,541405,3932870,261316,85364,80425,10174,9504,52919,165789,19678,84.15782876118459,13.766155504758611,63.44387637955579,7.530346400526565,8923
Oregon,2019,2.25587367107442,31.9902085483213,2.3038709832249396,1.7039045813434448,28.00643163982817,1.679905925268185,1.10393817946195,98.77213359565744,1.22786640434257,NA,NA,NA,NA,NA,87.54688672168042,8.05484147386461,58.51063829787234,7.201800450112527,74.46808510638297,48.93617021276596,NA,NA,NA,NA,NA,71,70,46,42187,41669,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,40336,1333,94,1072,55,96,69,1,46,0,3813999,275522,4129803,230557,93792,87922,3053,2065,62818,181714,5118,92.35304928588603,6.671553098295488,78.8152170612907,2.219841514245935,9635
Pennsylvania,2019,1.2325015216068167,7.684114424832623,1.4683505782105903,0.699939135727328,5.523432744978698,0.8597078514911747,0.67711503347535,98.03541327923385,1.964586720766144,4.029975654290931,132.41457428733244,11.138380215216161,77.95896896370331,5.195681511470985,71.88118811881188,22.31404958677686,70.98765432098766,19.10891089108911,69.75308641975309,54.93827160493827,5297,7014,5928,5620,308,92,113,89,134074,131440,2634,2061,27,209,10,124817,1086,3350,271,590,725,130430,1010,162,563,115,193,113,0,89,0,11872063,715285,12791530,706563,260146,249455,50272,48712,61744,509601,98984,92.81190756696033,5.591864303957384,72.12392950097868,14.009224938186687,11175
Rhode Island,2019,1.5996988802107839,23.336783664251435,5.08139644302249,4.4226969041121675,13.926790251246823,1.0350992754305073,0.940999341300461,99.24355621964887,0.7564437803511393,9.758163169285782,111.37897782063646,8.678881388621022,91.24497991967871,12.235915492957746,59.67741935483871,11.486486486486488,64.70588235294117,21.774193548387096,64.70588235294117,58.82352941176471,1037,1155,1136,997,139,47,11,10,10708,10627,81,138,10,56,4,9382,19,803,125,90,147,10379,248,17,130,11,54,11,0,10,NA,994837,46738,1057231,54672,19245,18903,2643,2324,67167,38148,4967,94.09835693429345,4.420793563563687,69.77611940298507,9.08508925958443,10988
South Carolina,2019,2.1261516654854713,15.859942153351083,9.78795946903672,0.3830903901775624,5.70804681364568,1.2833528070948341,0.8427988583906373,97.66898022561877,2.3310197743812324,4.583676518474534,104.8474717927288,12.369410781445884,75.36541889483065,6.480605487228004,35.990338164251206,37.24832214765101,56.75675675675676,61.71497584541063,60.36036036036037,39.63963963963964,2393,2509,2114,1977,137,20,67,44,53453,52207,1246,71,9,312,20,49402,395,1594,108,296,297,51379,828,111,186,63,511,57,10,38,6,4407940,515322,5020806,290931,90020,86130,41903,41708,53199,176150,83611,87.79347379683661,10.26373056437552,60.547002553870165,28.739116835263346,8345
South Dakota,2019,2.383181547365733,20.597497659375264,12.767044003745,2.1278406672908337,5.787726615031067,0,0,96.11420157068062,3.885798429319372,4.5961358413482,104.07407407407408,9.814814814814815,65.52845528455285,7.444168734491314,28.09917355371901,41.17647058823529,75,61.98347107438017,0,0,540,562,403,373,30,25,0,0,12224,11749,475,68,7,0,0,11134,159,305,23,53,67,11507,242,28,39,21,150,0,0,0,0,772529,80727,870638,60399,23063,21609,752,923,58275,44672,1675,88.73136711239344,9.272165928893523,73.96148942863292,2.7732247222636137,11627
Tennessee,2019,1.9363242697710443,26.146245291211436,5.01097250419537,2.6639127832607703,18.483095302359967,1.1617945618626266,0.9036179925598207,99.00659943300646,0.99340056699354,NA,NA,NA,NA,NA,70.69120287253142,10.476190476190476,76.36363636363637,19.16517055655296,60,46.666666666666664,NA,NA,NA,NA,NA,227,99,77,86068,85213,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,82985,2228,165,1409,126,427,92,7,72,5,5962705,639556,6709356,406438,147934,139089,39227,37912,53320,287023,77139,88.87149526720597,9.532300864643343,70.61913502182374,18.979278512343825,8827
Texas,2019,1.044362466638421,12.54044543273577,6.403803962100707,1.5355096731712188,4.603830408488752,0.34002498913809065,0.2023958268679111,98.68232186179291,1.3176781382070737,1.5921805046942339,83.89830508474576,28.016949152542374,49.326063910343784,39.94473441817624,36.71185711211534,22.68464243845252,73.90180878552972,51.06520335700452,32.55813953488372,19.379844961240313,5900,4950,3257,1956,1301,569,126,75,375509,370561,4948,668,24,11,0,356485,1693,1277,1277,1653,1705,365914,4647,387,1318,286,2373,126,0,75,NA,23001793,4791164,28260856,1999803,737251,701195,118280,117512,61874,1438446,235792,81.39099891383333,16.95335767607322,71.92938504442688,11.790761389996915,8028
Utah,2019,1.9504215427205234,14.785453630300742,0.6711127888930833,1.1325028312570782,13.00281028480349,1.3212533031332578,0.9647246340338073,99.26511918392839,0.7348808160716145,4.3265802608950965,117.93504604944256,3.9263208919049926,94.31185361972952,23.70307886967524,87.94326241134752,15,82.79569892473118,4.539007092198582,67.74193548387096,49.46236559139785,2063,2433,2371,1809,562,54,63,46,48035,47682,353,69,326,54,2,45168,62,1686,234,81,619,46977,705,93,526,77,32,63,0,46,NA,2781865,289012,3096848,250885,107845,101791,1786,1447,71621,209636,3233,89.82891636915987,9.332456743114289,83.55860254698368,1.2886382206987266,7193
Vermont,2019,3.3080365829928002,8.561977038334307,0,0,8.756567425569177,2.7242654212881883,2.5296750340533176,98.96013864818023,1.0398613518197575,6.907958746837906,126.47887323943662,0,100,9.799554565701559,102.27272727272727,37.77777777777778,82.35294117647058,0,82.35294117647058,76.47058823529412,355,449,449,405,44,0,14,13,5193,5139,54,92,2,0,0,4690,0,313,42,0,44,5095,44,17,27,14,0,14,0,13,NA,593622,24644,624313,29568,13953,12935,265,312,61973,26888,577,95.08403637278096,3.94737895895168,90.93614718614718,1.9514339826839828,12159
Virginia,2019,1.1213112005365526,17.867622401073106,7.1994466800804835,0.9326794097920859,9.745975855130784,0.5868544600938967,0.49253856472166335,97.97125256673512,2.028747433264887,1.1087357478202549,144.4234404536862,11.814744801512287,52.57108287961283,31.645569620253166,54.54545454545454,11.505376344086022,46.728971962616825,40.29325513196481,52.336448598130836,43.925233644859816,1058,1528,869,594,275,89,56,47,97400,95424,1976,14,0,580,1,91039,659,NA,274,125,929,93719,1705,107,822,50,687,56,0,47,NA,7526363,707960,8454463,508399,160838,152298,49827,47748,74222,313136,97575,89.02236605683885,8.373802097188195,61.59256804202998,19.192602660508772,8826
Washington,2019,1.9518386799343799,12.968351474656032,3.70011136257499,1.999736561650561,7.280478020859528,1.4010130401982972,0.9819065751817126,99.54228499910602,0.4577150008939746,4.9215073463376084,133.13868613138686,5.742092457420925,89.78626489138051,9.75609756097561,56.14035087719298,26.80921052631579,67.48466257668711,28.53185595567867,71.77914110429448,50.306748466257666,4110,5472,5125,4625,500,167,117,82,83895,83511,384,1441,157,0,0,77803,347,3184,343,236,607,82428,1083,163,444,110,309,117,0,82,0,6835242,457854,7404107,454364,157725,149238,10660,9388,73775,306963,20048,92.31689925604802,6.183784215976349,67.55882948473031,4.412321398702361,8964
West Virginia,2019,0.5399276496949409,33.63749257599482,13.768155067220992,1.133848064359376,18.789482209383944,0.3239565898169645,0.21597105987797635,97.90664481683142,2.0933551831685784,NA,NA,NA,NA,NA,55.85874799357945,2.8735632183908044,50,40.93097913322632,60,40,NA,NA,NA,NA,NA,21,6,4,18917,18521,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,17898,623,10,337,5,255,6,0,4,NA,1680456,108019,1817305,97540,44936,42875,1861,1841,46711,87811,3702,92.4696735000454,5.943911451297388,90.02563051055978,3.7953660036907935,11951
Wisconsin,2019,1.665777174000938,10.447495673831126,2.522924651884916,2.2156453673604712,5.725098248508078,0.873320071806317,0.5822133812042114,98.39282020272742,1.607179797272568,NA,NA,NA,NA,NA,54.79876160990712,29.09604519774011,54.36893203883495,24.148606811145513,52.42718446601942,34.95145631067961,NA,NA,NA,NA,NA,137,54,36,62843,61833,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,61187,646,103,250,56,156,54,0,36,NA,5408692,310259,5790716,333184,130624,123734,15795,15290,61747,254358,31085,93.40281927139925,5.357869389553899,76.3416010372647,9.329679696504034,9652
Wyoming,2019,3.084832904884319,6.683804627249358,0.1713796058269066,0.8568980291345331,5.826906598114824,2.056555269922879,1.8851756640959727,98.59749915511998,1.402500844880027,3.7189374464438734,96.31336405529954,4.147465437788019,93.11926605504587,11.822660098522167,87.17948717948718,52.94117647058824,88.88888888888889,2.564102564102564,66.66666666666666,61.111111111111114,217,209,203,179,24,5,12,11,5918,5835,83,0,0,1,0,5618,6,178,24,9,33,5796,39,18,15,16,1,12,0,11,0,505667,65354,581024,36541,16606,15400,262,111,64049,32006,373,87.03031200088121,11.248072368783388,87.58928327084645,1.020771188527955,10111
Alabama,2020,2.0025315020875447,7.065535677176808,0,0,7.084427483800276,1.7947216292294033,1.4924527232539249,95.46249706937907,4.537502930620931,5.057336633102224,127.71759432200224,0,91.95671248903187,3.1488549618320607,100.26737967914438,28.26666666666667,58.490566037735846,0,89.62264150943396,74.52830188679245,2677,3419,3144,3045,99,0,95,79,55449,52933,2516,593,18,130,1,49514,275,2322,80,0,374,52559,374,106,268,62,0,95,0,79,0,4357884,455545,4893186,293932,90070,86616,44141,42450,52035,176686,86591,89.06025644641345,9.30978303297688,60.11118217819087,29.459534858402627,9280
Alaska,2020,1.5878416695020983,17.466258364523082,5.330611319042759,4.536690484291709,7.712373823295906,0.7939208347510491,0.5670863105364636,93.72807483788668,6.2719251621133205,3.776794828172848,94.5945945945946,28.82882882882883,67.39659367396594,7.2202166064981945,44.15584415584416,20.588235294117645,64.28571428571429,30.519480519480517,50,35.714285714285715,333,315,277,257,20,40,7,5,9407,8817,590,77,0,1,0,8406,38,179,20,96,70,8663,154,14,53,9,47,6,1,4,1,621339,89765,736990,52302,13689,13138,567,786,77790,26827,1353,84.30765682030965,12.179948167546371,51.29249359489121,2.586899162555925,13642
Arizona,2020,2.458255423199132,15.847901983602911,7.544752016946272,1.072217790969834,7.244008002405952,1.686781646769617,1.1637485780038443,98.54267601278218,1.4573239872178128,4.8642075395216855,108.52150537634408,9.005376344086022,80.00914913083257,9.662664379645513,45.70957095709571,33.935018050541515,58.51063829787234,47.60726072607261,68.61702127659575,47.340425531914896,3720,4037,3498,3160,338,82,129,89,77608,76477,1131,429,44,175,4,72105,539,2556,290,335,553,75265,1212,188,365,110,577,129,0,89,0,6317548,747778,7174064,431224,145902,137874,12112,11803,61529,283776,23915,88.06093728742871,10.423352788600715,65.80709793517985,5.545841604363393,8756
Arkansas,2020,1.7237280076081787,18.574655254398476,8.232287208749407,5.6169757489301,4.755111745126011,0.9213029006181646,0.5646695197337137,98.80197322057788,1.1980267794221282,NA,NA,NA,NA,NA,25.6,36.25,50,44.32,53.44827586206896,32.758620689655174,NA,NA,NA,NA,NA,189,31,19,34056,33648,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,33023,625,58,101,29,277,6,25,3,16,2711291,245980,3011873,188445,65409,61089,16692,17227,49475,126498,33919,90.02009712892941,8.167011026029318,67.12727851627795,17.999416275305794,9338
California,2020,2.1901571759855707,6.288497907075107,0.9018294254058232,1.4195913327142877,3.9695079560315616,1.6991341465193275,1.4973771591643856,99.54556893414379,0.4544310658562082,0.6288497907075108,88.21028218013143,11.789717819868574,79.28102048705064,100,63.12330885195207,55.17452541334966,66.14872364039955,14.340935446463085,77.58046614872363,68.36847946725861,2587,2282,2051,0,2051,584,699,616,413264,411386,1878,0,0,0,0,408799,231,0,2051,305,1787,408799,2587,901,731,596,371,699,0,616,0,36032553,2806173,39346023,2409082,616561,584514,63695,60864,78672,1201075,124559,91.57864061635912,7.132037207419921,49.856127769831,5.170392705603214,10299
Colorado,2020,1.8581340243091662,24.343260428564125,20.729274986788496,-0.8694021581630044,4.500434701079081,1.1080615741293192,0.8182608547416512,95.26910709065515,4.7308929093448535,5.707369461823017,200.86618876941458,0.5675029868578256,93.81672597864768,15.979137031768612,18.487394957983195,41.28787878787879,80.73394495412845,85.15406162464986,59.63302752293578,44.03669724770643,3348,6725,6327,5316,1011,-51,65,48,61574,58661,2913,2860,50,476,10,51917,398,1980,951,19,312,57233,1428,109,154,88,1216,49,16,35,13,5152499,436261,5684926,330939,128110,123311,7368,7719,75231,251421,15087,90.63440755429359,7.673996108304664,75.97200692574765,4.558846192198562,8583
Connecticut,2020,2.620439427534771,12.95821694934777,1.209433581939125,1.1518415066086907,10.625737898465172,1.7853543352434704,1.209433581939125,99.16333523700742,0.8366647629925758,NA,NA,NA,NA,NA,82,24.661246612466126,65.93406593406593,9.333333333333334,68.13186813186813,46.15384615384615,NA,NA,NA,NA,NA,40,62,42,35020,34727,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,34277,450,91,277,60,42,62,NA,42,NA,3341106,179066,3570549,182708,59722,56592,10840,10385,79855,116314,21225,93.57401340802213,5.015083114669481,63.661142369244914,11.616896906539397,12489
Delaware,2020,1.311106948866829,23.131672597864767,20.041206218392958,0.09365049634763063,3.090466379471811,0.4682524817381532,0.28095148904289197,98.29697137070791,1.7030286292920926,4.963476306424424,93.77358490566039,17.169811320754715,62.244897959183675,6.830601092896176,13.360323886639677,42.42424242424242,64.28571428571429,86.63967611336032,35.714285714285715,21.428571428571427,530,497,366,341,25,1,5,3,10863,10678,185,57,0,1,0,10090,131,283,25,91,33,10431,247,14,18,9,214,5,0,3,0,896359,55571,967679,54774,15779,15191,6606,6808,69110,30970,13414,92.629787357171125,5.742710134249064,56.54142476357396,24.48972140066455,12899
District of Columbia,2020,1.1506534067559793,24.903427303361553,20.054245089175637,2.054738226349963,2.876633516889948,0.3287581162159941,0,98.23187469723882,1.768125302761182,5.169721377496507,95.38950715421304,12.71860095389507,59.55882352941176,6.91358024691358,11.55115511551155,40,92.85714285714286,80.52805280528052,28.57142857142857,0,629,600,405,377,28,25,4,0,12386,12167,219,47,1,3,0,11487,195,327,27,80,34,11864,303,14,20,13,244,4,NA,NA,NA,666771,25288,701974,44913,7800,7280,10348,10568,90842,15080,20916,94.98514189984245,3.6024126249690163,33.57602475897847,46.570035401776764,14381
Florida,2020,1.3310210485919838,46.1533977469797,4.585707554273112,2.3220002234560884,39.250547710303756,0.8646779074794638,0.5197782926983294,98.19313601564549,1.806863984354504,NA,NA,NA,NA,NA,85.04367961267235,3.3910891089108914,58.75912408759124,9.935796231975582,64.96350364963503,39.05109489051095,NA,NA,NA,NA,NA,478,178,107,209645,205857,3788,NA,NA,NA,NA,196356,9501,NA,NA,NA,8079,196356,9501,274,7805,161,944,178,0,107,0,18250257,2646931,21216924,1133390,363185,343044,118237,113149,57703,706229,231386,86.01745003187078,12.475564318371504,62.31120796901332,20.415390995156123,9865
Georgia,2020,1.802315346505604,22.616961883126137,12.951521908610038,2.8417902440251153,6.832032592567755,0.99756058713566,0.6957775523719308,96.74308838914256,3.256911610857453,5.415328901593583,130.3560371517028,0,73.9698373114832,8.123294268742978,30.207561156412154,26.380368098159508,61.395348837209305,57.2646404744255,55.348837209302324,38.604651162790695,6460,8421,6229,5723,506,339,119,83,123307,119291,4016,1626,88,236,11,110870,2192,3861,407,0,899,116593,2698,215,599,132,1545,119,0,83,0,8976552,1345294,10516579,652085,167024,159304,110487,107260,61224,326328,217747,85.35619805642119,12.79212565226772,50.04378263569933,33.39242583405538,8758
Hawaii,2020,3.291171915332989,18.908105317501292,6.066081569437275,0.8389261744966443,12.06763035622096,1.6778523489932886,0.9034589571502323,98.62525458248473,1.374745417515275,5.594992256066082,123.52941176470588,12.687427912341406,84.2506350550381,10.753768844221105,63.82252559726962,27.27272727272727,78.43137254901961,32.081911262798634,50.98039215686274,27.450980392156865,867,1071,995,888,107,13,26,14,15712,15496,216,302,11,NA,1,14315,76,586,95,110,198,15203,293,51,135,40,94,26,NA,14,NA,1312365,52807,1420074,88179,8107,7860,920,604,83173,15967,1524,92.41525441631914,3.7186090302336354,18.10748590934349,1.728302657095227,10291
Idaho,2020,3.367331999414377,38.602313210677856,10.05319408520814,-2.4400956517495485,31.03801669025426,1.317651651944756,1.0736420867698013,94.06445097319134,5.935549026808666,4.841149773071105,75.80645161290323,70.16129032258065,50.62154696132597,10.368349249658936,80.40455120101137,10.849056603773585,72.46376811594203,26.04298356510746,39.130434782608695,31.88405797101449,992,752,733,657,76,-50,27,22,21784,20491,1293,374,38,39,5,19043,19,244,33,696,654,19700,791,69,566,50,206,27,0,22,0,1552616,179490,1754367,114332,49580,46908,333,381,58915,96488,714,88.50006868574249,10.23104059754886,84.39282090753245,0.6244970786831333,8148
Illinois,2020,2.379697383108024,17.44077886642689,5.270990946297904,-0.6976311546570756,12.875170532060029,1.3720079374922485,1.2402331638348008,98.7326271964734,1.2673728035266028,3.924562817809748,102.23187833300416,23.484100335769305,70.22780832678713,7.941834451901567,73.82222222222222,18.48284166164961,63.51791530944625,30.22222222222222,57.65472312703584,52.11726384364821,5063,5176,4470,4115,355,-90,177,160,130664,129008,1656,717,12,563,10,122643,706,2835,333,1189,1699,126758,2250,307,1353,195,680,177,0,160,0,11682181,854433,12716164,755518,243191,230467,59530,59017,68428,473658,118547,91.86875067040657,6.719266910996115,62.69314562988571,15.690824043901005,10190
Indiana,2020,2.425497703953016,48.578086037036535,4.810116233120308,3.1476964585008242,40.633899737010644,1.6624197746194829,0.9947265864526414,97.89371181602327,2.1062881839767362,NA,NA,NA,NA,NA,83.64656381486675,5.969148222669349,56.74157303370787,9.901823281907433,68.53932584269663,41.01123595505618,NA,NA,NA,NA,NA,231,122,73,74966,73387,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,2981,69822,3565,178,2803,101,353,122,NA,73,NA,6069525,528176,6696893,418127,162108,153535,23307,22820,58235,315643,46127,90.63195425102357,7.886881274644825,75.48974354681711,11.03181569236141,10517
Iowa,2020,1.752897936104043,13.881820752049759,1.5832626519649422,3.675431156347187,8.651399491094146,0.8764489680520215,0.5371783997738196,98.32100961805749,1.678990381942514,5.018377155781736,94.8169014084507,12.225352112676056,81.84210526315789,9.389067524115756,62.32179226069247,20.26143790849673,51.61290322580645,11.405295315682281,50,30.64516129032258,1775,1683,1555,1409,146,130,31,19,35974,35370,604,119,6,0,0,33470,128,1290,140,217,324,34879,491,62,243,32,56,31,NA,19,NA,2960859,145633,3150011,195462,81665,78921,5812,5665,61836,160586,11477,93.99519557233292,4.623253696574393,82.15714563444557,5.871729543338347,9789
Kansas,2020,1.4917391426721833,18.04159981986546,0.8443806467955755,1.8857834445101185,15.33958175011962,1.210278927073658,0.9006726899152805,99.0410615225936,0.9589384774064059,NA,NA,NA,NA,NA,85.02340093603745,9.724770642201836,52.83018867924528,4.6801872074882995,81.13207547169812,60.37735849056604,NA,NA,NA,NA,NA,67,43,32,35873,35529,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,34888,641,53,491,28,30,43,NA,32,NA,2604426,249223,2912619,188853,75078,70883,5952,5781,61091,145961,11733,89.41869842914572,8.556663264230577,77.28815533774946,6.212768661339772,9408
Kentucky,2020,1.350284598446134,24.53363247330591,4.777930117578628,4.113174622958994,15.663301341975155,0.24928331048236324,0.2285097012754996,97.9449825018312,2.0550174981687963,NA,NA,NA,NA,NA,63.844199830651995,8.620689655172415,70.76923076923077,19.475021168501268,18.461538461538463,16.923076923076923,NA,NA,NA,NA,NA,198,12,11,49148,48138,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,46957,1181,65,688,46,230,12,0,11,0,4133261,246078,4461952,273575,113169,106830,11987,12335,52238,219999,24322,92.63347073209214,5.515030193063485,80.41633921228183,8.890432239787991,10257
Louisiana,2020,1.4385678258089725,13.337832557809113,4.10258231804781,1.9536106276418146,7.299399708734415,0.9590452172059816,0.7636841544418003,98.5973698495806,1.4026301504193883,NA,NA,NA,NA,NA,54.72703062583223,19.708029197080293,67.90123456790124,30.758988015978694,66.66666666666666,53.086419753086425,NA,NA,NA,NA,NA,110,54,43,57107,56306,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,55555,751,81,329,55,231,52,2,42,1,4161694,395259,4664616,304900,84717,80055,53892,54170,50800,164772,108062,89.2183622403216,8.473559238316723,54.04132502459823,35.44178419153821,10515
Maine,2020,2.742481031172868,30.075875308529117,3.839473443642015,-1.096992412469147,27.424810311728677,1.8283206874485787,1.188408446841576,96.80530973451327,3.1946902654867255,NA,NA,NA,NA,NA,91.1854103343465,10,66.66666666666666,12.76595744680851,66.66666666666666,43.333333333333336,NA,NA,NA,NA,NA,-12,20,13,11300,10939,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,10610,329,30,269,20,42,20,0,13,0,1223980,101045,1340825,63988,29142,27619,1088,785,59489,56761,1873,91.28558909626537,7.536031920645871,88.70569481777834,2.9271113333750076,12077
